8.205619,45.591675,74.34,0.09,14.94,1.24,0.03,0.18,0.25,3.99,4.9,0.03,138,271.1,20.9,12.97,96.3,67.9,26.4,69.2,40
8.203248,45.65221,75.29,0.1,14.38,1.14,0.03,0.33,0.16,3.71,4.84,0.02,107.7,219.4,17.4,12.61,93.6,49.1,41.2,41.1,42.8
8.217745,45.642871,72.94,0.13,15.84,1.69,0.03,0.38,0.28,4.01,4.67,0.04,179.1,275.4,32.5,8.47,151.3,72.2,30,51.4,32.7
8.220233,45.641717,74.4,0.07,15.14,1.03,0.03,0.21,0.18,4.03,4.88,0.02,102.1,251,13.2,19.02,93.5,69,32.4,64.9,42.2
8.218016,45.609987,74.07,0.07,15.46,0.94,0.02,0.21,0.16,3.91,5.15,0.01,41,264.9,8.6,30.8,71.8,48.7,20.9,44,27.3
8.219007,45.60987,76.35,0.06,13.37,1.08,0.02,0.09,0.03,3.93,5.03,0.03,107.1,250.2,15.9,15.74,81.1,64.9,22,62.9,35.9
8.217628,45.609673,74.95,0.07,14.43,1.1,0.02,0.1,0.14,3.93,5.24,0.03,87.3,291.7,8.3,35.14,82.2,53.3,27.4,66.5,43.1
8.219027,45.608862,75.52,0.06,14.1,1.07,0.03,0.12,0.3,3.99,4.81,0.01,29,267.1,9.3,28.72,73.7,59.6,20.6,46.4,28.9
8.222679,45.626942,73.67,0.07,15.62,1.26,0.03,0.09,0.03,3.99,5.22,0.02,129.1,286,16.1,17.76,90.9,57,10.2,45.9,24.4
8.226757,45.627854,75.99,0.07,13.61,1.27,0.03,0.12,0.08,3.74,5.07,0.01,34,262,10.8,24.26,70.9,52.8,18.5,41.1,24.5
8.207015,45.651403,74.91,0.08,14.66,1.44,0.02,0.28,0.09,3.74,4.77,0.02,100.6,270.1,19.5,13.85,105.8,71.4,19,43.2,23.9
8.209532,45.637236,73.54,0.13,15.25,1.35,0.03,0.33,0.16,3.99,5.17,0.06,183,266.8,33.7,7.92,112.6,55.7,23.7,43.1,28
8.214427,45.642923,73.99,0.08,15.34,1.26,0.02,0.17,0.04,3.9,5.17,0.02,150.3,275.7,18.9,14.59,102.7,58.5,24.4,45,26.7
8.214427,45.642923,73,0.08,16.04,1.25,0.03,0.19,0.1,4.02,5.26,0.03,105,261.8,16.9,15.49,106.3,54,17.2,36.6,26.2
8.222232,45.613142,75.64,0.08,13.27,1.28,0.03,0.21,0.32,3.76,5.37,0.02,51.3,259.8,12.2,21.3,77.8,56.4,22.5,55.2,28.7
8.226528,45.637611,75.75,0.06,13.3,1.18,0.04,0.14,0.24,3.89,5.38,0.02,34.6,266.5,12.1,22.02,81.2,55.1,16.7,39.8,21.8
8.213929,45.641155,74.4,0.09,15.23,1.16,0.02,0.16,0.12,3.95,4.85,0.02,152.8,285.2,22.4,12.73,115,91.7,38.6,63,59.4
8.214527,45.638959,74.99,0.07,14.79,1.16,0.02,0.14,0.05,4.19,4.58,0.02,124.7,272.3,21.1,12.91,97.5,55.5,9.8,36.8,24.8
8.215265,45.637291,74.24,0.07,15.19,1.1,0.03,0.19,0.26,4.15,4.75,0.02,115.6,287.7,19.1,15.06,96.3,65,20.1,56.4,27.9
8.216195,45.6349,76.3,0.03,14.67,0.8,0.01,0.08,0.11,4.12,3.88,0.01,39.1,229.6,9.1,25.23,60.1,62.6,13.8,30,11.5
8.221493,45.630964,74.24,0.07,15.5,1,0.02,0.11,0.02,4.21,4.82,0.02,147.3,263.3,18.8,14.01,104.8,47.6,19.3,44.5,32.1
8.220758,45.640817,74.92,0.06,14.94,0.96,0.02,0.11,0.11,4.05,4.81,0.01,81.4,263.6,10.7,24.64,80.8,54,20.9,52.6,29.8
8.207757,45.651317,75.11,0.07,14.82,1.18,0.02,0.2,0.07,4.01,4.52,0.02,118.9,254.6,20.2,12.6,99.1,65.8,22.7,45.2,28.4
8.202127,45.66223,75.65,0.06,14.23,0.97,0.03,0.19,0.16,4.04,4.66,0.02,158.1,248.1,20.6,12.04,83.1,61.6,23.4,52,27.3
8.200993,45.659266,75.4,0.08,14.39,0.95,0.02,0.44,0.15,3.85,4.71,0.02,165.1,215.3,17,12.66,95.5,49.8,24.1,63.7,37.4
8.199354,45.604036,75.72,0.08,14.36,1.24,0.02,0.21,0.09,3.56,4.7,0.02,136.3,241.1,15,16.07,112.4,60.1,26.4,38.8,33.8
8.197148,45.600433,76.64,0.09,13.15,1.37,0.03,0.17,0.34,3.47,4.71,0.03,156.8,231,12.9,17.91,110.5,39,23.1,61.9,30
8.201718,45.59318,75.34,0.07,14.12,1.18,0.03,0.28,0.17,3.8,4.98,0.02,142.9,268.6,12.8,20.98,85.4,55.1,18.1,47.3,26
8.223102,45.623973,75.72,0.08,13.29,1.25,0.02,0.17,0.24,3.5,4.67,0.02,95,239.4,24.2,9.89,106.3,76,32.8,60.4,39.8
8.221049,45.622255,76.37,0.08,13.15,0.83,0.02,0.16,0.22,3.5,4.82,0.02,102,253.9,21.8,11.65,83.7,53.8,25.5,53.7,27.4
8.220893,45.62001,76.26,0.07,12.91,1.15,0.01,0.1,0.09,3.37,4.82,0.02,86,256.3,17,15.08,77.6,58.9,24.9,49.5,33.1
8.219906,45.617752,76.41,0.08,13.11,1.12,0.02,0.18,0.24,3.48,4.67,0.02,112,260,21.1,12.32,88.8,82.4,45.2,55,48.1
8.213009,45.62264,75.92,0.08,13.26,1.3,0.02,0.23,0.14,3.57,4.89,0.02,83,218.7,19,11.51,99.7,62.8,21.1,28.8,25
8.215284,45.622434,77.32,0.1,12.75,1.13,0.02,0.18,0.21,3.44,4.68,0.02,75,227.5,17.7,12.85,117.6,54.6,28.4,58.3,31.2
8.216057,45.622249,78.37,0.09,12.5,0.5,0.01,0.08,0.14,3.32,4.68,0.01,67,239.6,18.5,12.95,105.2,46.5,21.6,43.2,27.4
8.218831,45.622616,76,0.08,13.38,1.34,0.03,0.19,0.27,3.8,4.75,0.02,97,272.2,20.3,13.41,93.1,61.8,21.1,53.2,25.8
